Manufacturer,Part Number,MPN,Description
Fagor,8851309,12023418,VALVE SIT 830 062 HZ
Fagor,8851310,12023419,VALVE SIT-830 220/240 V. 50HZ
Fagor,8854121,12023420,NUT REMOVAL
Fagor,8891947,12023421,DOOR HINGE 120
Fagor,8878631,12023423,DFI-13 ADHESIVE MAX
Fagor,8886678,12023425,LEFT FRONT FI-400
Fagor,8837596,12023427,ELECTROMAGNETIC RING
Fagor,8873111,12023428,BEARING 6312-2Z
Fagor,8875863,12023433,GENERATOR VALVE
Fagor,8859757,12023434,FMB MP ADHESIVE
Fagor,8894755,12023435,COVER TAPE. AD-21 C
Fagor,8845796,12023436,DOOR JOINT 120
Fagor,8897371,12023437,BEAUTIFICATION. AD-90 ADHESIVE
Fagor,8848498,12023439,ADHESIVE COVER AD-21
Fagor,8845797,12023440,60 BEARING GUIDE
Fagor,8851311,12023441,BEAUTIFICATION. AD-120 ADHESIV
Fagor,8843031,12023442,TRIM ADE-120 ADHESIVE
Fagor,8848499,12023443,TRIM ADE-120 B ADHESIVE
Fagor,8848500,12023446,ADHESIVE COVER AD-15
Fagor,8873112,12023449,INF THROUGH PIPES. WASH
Fagor,8900150,12023451,CAP PUSHER 8
Fagor,8889258,12023452,10 THE ADHESIVE DFI
Fagor,8840295,12023456,"Drain Pump, 220-240 Volt, 50HZ"
Fagor,8900151,12023457,BAUMX7 RADIAL SEALS VITON
Fagor,8851312,12023458,TIMER 50HZ 6 SWITCHES
Fagor,8859758,12023459,CABLEADO CALDERIN-AUX.CINTA
Fagor,8878632,12023461,VAP.LF HOSE-14
Fagor,8881285,12023462,DANUBE ADHESIVE MPP
Fagor,8897372,12023464,PULLEY HUB TLK-110 55X71 60
Fagor,8859759,12023465,IGNITION BOX
Fagor,8840296,12023466,60HZ.T.STOP PROGRAMMER
Fagor,8886679,12023468,SUP THROUGH PIPES. WASH
Fagor,8851313,12023469,BEARING SUPPORT
Fagor,8867795,12023470,LF-60 SPRING
Fagor,8894756,12023476,INSTALLING ELEC. L. CAP. EDESA
Fagor,8834924,12023477,SWITCH SECTION 120 COMPL.
Fagor,8884023,12023478,THREE PHASE SUPPLY CORD 10MM
Fagor,8865130,12023479,COVER PROGRAMMER
Fagor,8891948,12023480,FAGOR MP ADHESIVE BUTTONS
Fagor,8891949,12023481,AUXILIARY SPINDLE
Fagor,8859760,12023482,END BLOCK 3530071 6MM
Fagor,8859761,12023483,BUMPER 55KG.
Fagor,8900152,12023484,TAPA EMBALAJE 120
Fagor,8865131,12023485,BEARING 60/110/22
Fagor,8843032,12023486,3X3000W ELEMENT 230V
Fagor,8881286,12023487,DRAIN PROGRAMMER
Fagor,8870468,12023489,KEY ADHESIVE DANUBE 60
Fagor,8873113,12023491,LEVER CAM 120
Fagor,8891950,12023492,LF-120 SHOCK
Fagor,8884024,12023493,HINGE FULL
Fagor,8856911,12023494,ELEMENT
Fagor,8851314,12023496,VAT HOOK 60
Fagor,8856912,12023497,CHIMNEY SHAFT JOINT
Fagor,8878633,12023498,INJECTOR 1.1 A-15009
Fagor,8837597,12023500,SEPARATING SOCKET B
Fagor,8873114,12023502,SUPPLEMENT
Fagor,8848501,12023503,SPACER PLINTH A
Fagor,8854122,12023504,SIMPLE BUSHING JOINT
Fagor,8865132,12023505,BUSHINGS BOARD DOUBLE
Fagor,8854123,12023506,CAP TIE KEYBOARD
Fagor,8859762,12023507,BLOCK TERMINAL
Fagor,8891951,12023511,"Y-Fitting/Connector, Barbed"
Fagor,8856913,12023512,BOARD KNOB FRAME HORZ 10/11
Fagor,8878634,12023513,KEY 25X6X6
Fagor,8886680,12023514,REAR INSULATION 560X60X20
Fagor,8840297,12023515,DIFFUSER OF DETERGENTS
Fagor,8886681,12023516,WIRING TERMINAL-CONTACTR
Fagor,8897373,12023517,HOOD SUPPORRT SEAL
Fagor,8144823,12023518,Gasket
Fagor,8848502,12023519,REAR DRIVE PIPE
Fagor,8848503,12023520,BOARD PORTACONTROLS HORZ 10/21
Fagor,8878635,12023521,CAP
Fagor,8845798,12023522,BOARD KNOB FRAME VERT 10/11
Fagor,8840298,12023525,"Rinse Arm, Plastic, GW 400"
Fagor,8837598,12023526,RINSE CABINET A ASPES
Fagor,8848504,12023528,RAMA RINSE B ASPES
Fagor,8854124,12023529,RAMA RINSE A ASPES
Fagor,8891952,12023530,LOWER PROFILE
Fagor,8837599,12023532,LAMP INNER JOINT
Fagor,8856914,12023533,"Sealing Gasket, CO-402W"
Fagor,8840299,12023534,CP6-05 CERAMIC TERMINAL
Fagor,8867796,12023535,VENTURI WASHER G25
Fagor,8851315,12023536,ROLL FAN IN R2E180-AU01-19
Fagor,8834925,12023537,BULKHEAD NUT
Fagor,8840300,12023539,FI-100B ADHESIVE COVER
Fagor,8837600,12023541,CONT-WIRE RESISTANCE FE-6-7-8-
Fagor,8875864,12023542,HUB CAP STOCK
Fagor,8870469,12023546,BULB PROTECTOR
Fagor,8891953,12023547,EMPALME PICOS
Fagor,8862421,12023549,WIRING REGL-CONT FE-6-7-8-9
Fagor,8862422,12023550,PINION
Fagor,8875865,12023551,ELECTROVALVE 3/4 PUL
Fagor,8881287,12023552,"NUT REDUCTION 1-2, 3-8"
Fagor,8845799,12023553,"Rear Trim, Handle"
Fagor,8843033,12023554,BOARD RETENTION STEAM
Fagor,8891954,12023555,SPARK-IGNITER EARTH WIRE
Fagor,8870470,12023557,NEUTRAL TERMINAL
Fagor,8862423,12023558,FREQUENCY INVERTER (PLASTIC)
Fagor,8856915,12023560,MOTOR SPACER
Fagor,8845800,12023562,"Gasket/Seal, Blower"
Fagor,8862424,12023564,SHOWER TRIM
Fagor,8848505,12023565,PIN PLATE
Fagor,8834926,12023566,COMPONENTS SPACER
Fagor,8873115,12023567,TOP DUCT
Fagor,8851316,12023568,PREWASHING NOZZLE
Fagor,8884025,12023571,JOINT WASHER 92X66X2
Fagor,8873116,12023572,CAP SPACER
Fagor,8897374,12023573,HIGH LEVEL ELECT BEARING
Fagor,8851317,12023574,LOW LEVEL ELECTBEARING
Fagor,8856916,12023575,EARTH ELECT BEARING L=131
Fagor,8878636,12023576,FIRE BASE BOARD
Fagor,8856917,12023578,LAMP OUTER JOINT
Fagor,8884026,12023579,BOARD
Fagor,8845801,12023580,EJE INFERIOR
Fagor,8886682,12023581,Union Screw
Fagor,8845802,12023582,EXIT INSULATION BOILER
Fagor,8851318,12023583,BASE UNEX 1252
Fagor,8856918,12023584,CONTACTR ELEMENT WIRING
Fagor,8897375,12023585,WATER INLET/ OUTLET TUBE
Fagor,8845803,12023586,CONTROL BUTTON B
Fagor,8897376,12023587,80 CONTROL BUTTON
Fagor,8886683,12023588,CONTROL BUTTON 80 B
Fagor,8843034,12023589,INNER GLASS LIMIT
Fagor,8878637,12023590,UPPER SUPPORT
Fagor,8886684,12023591,ELBOW M-H 3/4 LATON
Fagor,8881288,12023593,SPILLWAY
Fagor,8889259,12023594,100/120 CONTROL BUTTON
Fagor,8854125,12023595,LIMITER WIRING
Fagor,8865133,12023596,PIPE SEAL
Fagor,8837601,12023598,CRANK SHAFT
Fagor,8837602,12023599,FRYING PAN GREEN PILOT
Fagor,8856919,12023601,CENTRAL SHAFT
Fagor,8897377,12023604,THERMAL DRAG PICO
Fagor,8856920,12023605,PIPE INJECTOR JOINT
Fagor,8889260,12023606,MAIN COVER-CONDUCTION JOINT
Fagor,8878638,12023608,DOOR LOCK PYTHON 20
Fagor,8862425,12023609,CONNECTION NOZZLE PRESSURE SWI
Fagor,8837603,12023610,SPARE PLUG O44
Fagor,8897378,12023611,INNER GLASS DOOR STOP
Fagor,8837604,12023614,WIRING TERMINAL BLOCK
Fagor,8889261,12023615,VALVE REGULATED BP 60HZ
Fagor,8843035,12023616,RINSING BUTTON
Fagor,8886685,12023617,TANK
Fagor,8840301,12023619,RETAINING GUIDE SHAFT
Fagor,8867797,12023620,D4.8 VK41 NOZZLE
Fagor,8870471,12023621,W BOARD FROM TABLE
Fagor,8865134,12023623,VAT UNION SPACER
Fagor,8878639,12023625,INLET PIPE
Fagor,8889262,12023626,CONTROL TOP
Fagor,8843036,12023627,PREWASH REDUCTION
Fagor,8837605,12023628,LC-DUCT DRAIN LF 25
Fagor,8881289,12023629,GLASS DISPLAY
Fagor,8891955,12023630,BUMPER RACKS 10/11
Fagor,8865135,12023631,DOOR ANCHORING WASHER
Fagor,8854126,12023634,DRAIN MACHINING PART IN BOOSTE
Fagor,8843037,12023635,CROWN 60 HZ.
Fagor,8851319,12023636,UPPER SHAFT
Fagor,8854127,12023637,6/11 ELEMENT JOINT
Fagor,8873117,12023638,SUPERIOR MODULAR BOARD
Fagor,8875866,12023640,TRAY TOP 10/21
Fagor,8862426,12023642,PINION
Fagor,8881290,12023644,INSULATION 670X230X20
Fagor,8884027,12023645,SQUARE BASKET CONDUCTION
Fagor,8873118,12023646,DOOR GUIDE
Fagor,8873119,12023647,VISUAL PLUS USB COVER
Fagor,8859763,12023648,SUPPORT TRAY
Fagor,8840302,12023649,CONDENSATION NOZZLE HOLDER
Fagor,8867798,12023650,AXE
Fagor,8867799,12023651,GENERATING TUBE WATER INLET
Fagor,8878640,12023652,LOWER SUPPORT
Fagor,8856921,12023653,NUT M.14X1
Fagor,8891956,12023655,ELEMENT SEAL 10-11
Fagor,8891957,12023656,BASKET TRAYS CB-7
Fagor,8878641,12023657,PLASTIC BEARING AXIS
Fagor,8894757,12023658,Spillway
Fagor,8884028,12023659,CLOSING CUFF
Fagor,8886686,12023661,SPRING AXLE
Fagor,8870472,12023662,FRONT LEFT PROFILE
Fagor,8894758,12023663,REAR LEFT PROFILE
Fagor,8900153,12023664,SIDE BRANCH SUPPLEMENT
Fagor,8834927,12023665,LOWER IMPULSE JOINT
Fagor,8837606,12023667,PLASTIC WATER COLLECTOR
Fagor,8851320,12023668,LAMP GLASS
Fagor,8848506,12023669,DOOR WATER COLLECTOR
Fagor,8897379,12023670,SUCTION ELBOW
Fagor,8837607,12023671,DOOR SPRING SUPPORT
Fagor,8851321,12023672,PANEL-DISPLAY WIRE CONNECTION
Fagor,8840303,12023673,RETENTION GUIDE NUT
Fagor,8870473,12023674,Fastening Ring/Union
Fagor,8891958,12023675,ADHESIVE TRIM DP-120 B
Fagor,8854128,12023677,LF-14 CAM LEVER
Fagor,8854129,12023678,IGNITION SIGHT
Fagor,8878642,12023679,ELEMENT. JOINT
Fagor,8848507,12023680,DRUM ELEMENT.OR JOINT
Fagor,8897380,12023681,GICAR WIRING
Fagor,8862427,12023683,"Extractor Elbow, AD-48W/AD-64CW"
Fagor,8900154,12023684,SLEEVE
Fagor,8875867,12023685,BAG GALGA-200 155X230
Fagor,8854130,12023686,DOBL FASTON TERMINAL MALE
Fagor,8859764,12023690,CAM SHAFT
Fagor,8889263,12023691,DOUBLE PLINTH 1 PUL
Fagor,8897381,12023693,LOWER AXLE SUPPORT
Fagor,8848508,12023694,BUSHING UPPERLEMENTO SHOWERS
Fagor,8834928,12023695,HINGE SHAFT
Fagor,8851322,12023696,BMF WIRING
Fagor,8878643,12023698,FREQUENCY INVERTER CONDUCTION
Fagor,8873120,12023700,ADHESIVE TRIM B-FI-30 BT
Fagor,8854131,12023701,TUBE SIPHONE
Fagor,8834929,12023702,PRESSOSTAT PROTECTION COVER
Fagor,8867800,12023703,ACCESORIOS AMARRE TERMOST GA
Fagor,8854132,12023704,"Auxiliary Contactor, 240 Volt, 10 Amp, Dryer"
Fagor,8878644,12023705,DESCALE TUBE. LONG
Fagor,8889264,12023709,DUCT-CALDERIN DEPOSIT
Fagor,8900155,12023711,TROLLEY KNOB
Fagor,8843038,12023713,FI-80 WIRING
Fagor,8851323,12023716,SPRING 06329
Fagor,8894759,12023717,VENTURI BURNING. TABLE PAELLER
Fagor,8856922,12023721,MANIFOLD JOINT
Fagor,8845804,12023722,BEARING HOUSING
Fagor,8873121,12023723,BUSHING ENTRY WATER
Fagor,8878645,12023724,COVER ADHES. LF-400 M
Fagor,8867801,12023726,DISTRIBUTOR CONNECTION
Fagor,8881291,12023731,SHAFT HINGE
Fagor,8889265,12023733,BOARD DE COVER PRINCIPAL
Fagor,8875868,12023735,INSULATION SIDE 650X530X20
Fagor,8848509,12023736,MICRO WIRING
Fagor,8884029,12023737,Fixing Core Probe
Fagor,8886687,12023739,TAPON
Fagor,8900156,12023740,WASHER D16
Fagor,8867802,12023741,FRONT DRIVE PIPE
Fagor,8881292,12023743,INSTALL ELECT. AD HOOD
Fagor,8873122,12023744,PLAST SPRING WATER COLLECTOR
Fagor,8837608,12023746,CONNECTION WIRING
Fagor,8834930,12023747,WIRING CONTROL
Fagor,8840304,12023748,HANDLE SPILLWAY
Fagor,8834931,12023749,WATER COLLECTOR PLAST. 20/11
Fagor,8859765,12023751,TOP 50X50X80
Fagor,8837609,12023752,VIDEO TERMINAL WIRING CONTROLL
Fagor,8894760,12023755,WASH TREE BUSHING
Fagor,8843039,12023757,FI COVER W INF
Fagor,8897382,12023758,TRIM ADHESIVE
Fagor,8840305,12023762,CHIMENEA
Fagor,8889266,12023763,RINSE HOSE PUMP.
Fagor,8843040,12023765,MAIN COVER JOINT
Fagor,8891959,12023767,HOOKING
Fagor,8840306,12023768,VAPOUR RETAINING SHAFT
Fagor,8856923,12023769,GA20 ON WIRE
Fagor,8856924,12023770,HOSE ENTRANCE WATER
Fagor,8897383,12023771,DOOR WATER COLLECTOR 6-10/11
Fagor,8884030,12023772,RACORD 3/4
Fagor,8884031,12023773,PROBE RACORD SUPPORT
Fagor,8873123,12023774,WASHER D 22
Fagor,8881293,12023775,VISUAL PLUS USB WIRING 1.5 M
Fagor,8870474,12023779,LOWER PIPE
Fagor,8889267,12023780,PIPE PAS. ACLAR. CLINIC
Fagor,8881294,12023784,ROOF INSULATION BASE & 650X650
Fagor,8900157,12023787,SBE WIRING
Fagor,8870475,12023789,ANNULUS CROWN 6000 (Z=25)
Fagor,8834932,12023790,CONTACTOR40A400V 3RT1025-1AV00
Fagor,8897384,12023792,ADHESIVE PLATE
Fagor,8854133,12023793,ADHESIVE PLATE
Fagor,8884032,12023794,"Solenoid Valve, Dual Coil, 230VAC, 50/60HZ"
Fagor,8840307,12023795,TRANS. 400V/230V 1KW
Fagor,8878646,12023797,ADHESIVE TRIM LV-1200
Fagor,8854134,12023800,FUNCTION SWITCH 16A 6VIA 4POS
Fagor,8897385,12023801,RINSING UNION
Fagor,8125501,12023803,Simple Pressure Switch
Fagor,8125502,12023805,"Pressure Switch, Water Level, 95/75Mbar, Dishwasher"
Fagor,8875869,12023807,AUXILIARY WIRING
Fagor,8848510,12023808,TRIM LF-600 ADHESIVE
Fagor,8884033,12023809,"ROD TENSION 5,25"
Fagor,8843041,12023811,TRIM FI-48 ADHESIVE
Fagor,8865136,12023812,GENERAL DRYER WIRING
Fagor,8889268,12023813,NUT PG16
Fagor,8884034,12023814,PROBE
Fagor,8837610,12023816,JOINT AT 90
Fagor,8875870,12023817,TUBO DESCALCIFICACION
Fagor,8875871,12023818,THERMOSTAT SAFETY 92 C UL
Fagor,8894761,12023819,HANDLE HOOD AD
Fagor,8862428,12023820,WIRING CONTROL
Fagor,8862429,12023821,BEARING 6201-2Z
Fagor,8125503,12023830,"Thermostat, 125C"
Fagor,8894762,12023831,WASHER D 14 6-11
Fagor,8889269,12023832,LC-1000 TRIM ADHESIVE
Fagor,8881295,12023833,MIXER COUPLING FAN
Fagor,8878647,12023834,ADHESIVE TRIM FI-64B
Fagor,8897386,12023836,CENTRIFUGAL ADHESIVE
Fagor,8881296,12023837,ADHESIVE COVER FI-60
Fagor,8873124,12023838,CONDENSER ELBOW JOINT
Fagor,8837611,12023839,PRESSURE INLET
Fagor,8867803,12023841,COMPLETE BUCKET CLAMP
Fagor,8889270,12023842,"ROD TENSION 5,25"
Fagor,8865137,12023843,LOWER FASTENING ROD
Fagor,8854135,12023844,"Spindle, Wash Arm, AD-48W/AD-64CW"
Fagor,8886688,12023845,TRIM VVL 50 ADHESIVE
Fagor,8886689,12023846,ADHESIVE TRIM FI-64BBT
Fagor,8889271,12023847,FILTER (BITRON 06281.01)
Fagor,8884035,12023849,DOOR ANCHORING
Fagor,8889272,12023851,VAT CONDUCTION VALVE
Fagor,8894763,12023852,TRIM ADHESIVE LF-540-B
Fagor,8875872,12023854,"PRESSURE SWITCH 3,50-5BAR SIMP"
Fagor,8870476,12023855,"PRESSURE SWITCHO 4-20,50BAR SI"
Fagor,8884036,12023856,SECURITY PRESSURE SWITCH
Fagor,8845805,12023857,NON RETURN VALVE
Fagor,8843042,12023858,FLEXIBLE PIPE L=1000
Fagor,8834933,12023859,CENTRIFUGAL FAN
Fagor,8873125,12023860,ADAPTADOR 3/4 M-H
Fagor,8886690,12023861,INJECTOR CONDUCTION
Fagor,8840308,12023863,WHEEL
Fagor,8894764,12023864,LVC-12 TRIM ADHESIVE
Fagor,8845806,12023868,TRIM FI-80 ADHESIVE
Fagor,8873126,12023870,ADHESIVE COVER FI-64W
Fagor,8870477,12023871,ADHESIVE ASBER LABP-800
Fagor,8865138,12023872,COMBUSTION CHAMB SEAL
Fagor,8867804,12023875,VALVE ADJUSTABLE BP 60HZ
Fagor,8843043,12023878,LF-720 ADHESIVE DOOR
Fagor,8867805,12023879,TRIM ADHESIVE LF-720-B
Fagor,8900158,12023880,120 CLINIC COVER
Fagor,8862430,12023881,HANDLE HOOD COMPL.
Fagor,8859766,12023882,ADHESIVE COVER FI-48W
Fagor,8886691,12023884,EMBELL. ADHES. MLV-50-T
Fagor,8865139,12023889,ADHESIVE TRIM FI-48B-A
Fagor,8875873,12023890,LC-1200 TRIM ADHESIVE
Fagor,8878648,12023892,HOSE VAPOR TAPER 40-60
Fagor,8873127,12023893,DOOR RES.CLOSING 20 358
Fagor,8897387,12023895,ADHESIVE TRIM LV-2100
Fagor,8840309,12023896,DETEC ELECT.BEARING 201/202 GA
Fagor,8867806,12023901,VAPOUR THERMOCOUPLE SET
Fagor,8851324,12023903,GA40 DESCALING TUBE
Fagor,8843044,12023904,COMPLETE FAN.ILATING TUBING
Fagor,8834934,12023905,AUXILIARY SPINDLE PLINTH
Fagor,8851325,12023906,MICRO CAP MOTOR
Fagor,8870478,12023907,FREQUENCY INVERTER BUFFER
Fagor,8884037,12023908,ADHESIVE COVER EC-15
Fagor,8884038,12023909,ADHESIVE COVER EC-9
Fagor,8897388,12023910,VENTILA CENTRIF 400V AC 3N 50
Fagor,8886692,12023911,TUBE DRAIN
Fagor,8878649,12023912,CAPO ADHESIVE ASBER
Fagor,8884039,12023913,2.5 POWER WIRING
Fagor,8851326,12023915,PICK UP CORNER PROTECTOR
Fagor,8862431,12023916,PRE RINSE BUSH
Fagor,8894765,12023917,DRAIN PUMP. WIRING
Fagor,8843045,12023919,20-11/20-21 COLLECTION GAS BOA
Fagor,8873128,12023920,DETECTION ELECT.BEARING
Fagor,8875874,12023922,CAP
Fagor,8873129,12023925,BASE
Fagor,8889273,12023926,BOILER HEATING ELEMENT
Fagor,8837612,12023928,CHIMNEY MOTOR REDUCER GAS
Fagor,8894766,12023929,BOARD
Fagor,8870479,12023930,HINGE INFERIOR
Fagor,8862432,12023931,ADHESIVE EMBELL FI-120C
Fagor,8848511,12023932,ADHESIVE COVER FI-120W
Fagor,8897389,12023933,ADHESIVE COVER FI-80W
Fagor,8875875,12023934,ANALOGIC DIAL RECT
Fagor,8900159,12023935,DIFFUSER TIP WASH
Fagor,8837613,12023936,TOMA PRESION
Fagor,8845807,12023938,DUCT ASPIRAC. PREACL.RIGHT.
Fagor,8865140,12023939,ANALOG INDICATOR
Fagor,8884040,12023940,COM. GENERAL WASTE PIPE CONDUC
Fagor,8854136,12023941,CONDUCTION PIN
Fagor,8891960,12023944,DOOR JOINT 10/21
Fagor,8862433,12023945,VENTURI SEAL 24X15.5
Fagor,8859767,12023946,ROOF INSULATOR 970X850X20
Fagor,8862434,12023947,PALLET BASE-AF.
Fagor,8834935,12023948,WHEEL
Fagor,8867807,12023951,20/11/21 LOWER GAS FLANGE
Fagor,8854137,12023956,BOARDS WIRING
Fagor,8867808,12023957,ADHESIVE RSTN
Fagor,8845808,12023958,SLEEVE
Fagor,8878650,12023959,"Control Board, Pogrammed"
Fagor,8859768,12023961,ADHESIVE TRIM FI-48B
Fagor,8884041,12023963,SELF ADHESIVE BUPIPONS
Fagor,8881297,12023965,"Function Switch, 12C, 5-Position"
Fagor,8886693,12023966,SHAFT
Fagor,8881298,12023967,REDUCTION
Fagor,8878651,12023968,MANIFOLD EXCHANGER
Fagor,8845809,12023969,CHIMNEY JOINT HVG-20-11/20-21
Fagor,8884042,12023972,MINI SHOWER GROUP
Fagor,8875876,12023973,TOP OF DOOR
Fagor,8873130,12023974,"Power Cord, USA"
Fagor,8886694,12023976,NUT M34X13
Fagor,8834936,12023977,FI-64 ADHESIV EMBELL CLINIC
Fagor,8884043,12023978,ADHESIVE TRIM FI-48 CLINIC
Fagor,8865141,12023980,RINSE MECHANISM (R-L)
Fagor,8834937,12023982,SPLICE TUBE GENERATOR
Fagor,8845810,12023983,"NUT, M10X1 (024 0003.00) POL"
Fagor,8862435,12023985,ADHESIVE TRIM COVER FI-64C
Fagor,8859769,12023987,120 WIRING BASE
Fagor,8875877,12023989,TRIM LFB-721 ADHESIVE
Fagor,8889274,12023990,HY-WIRE BBT 48-64
Fagor,8884044,12023991,COMBUSTION CHAMB JOINT
Fagor,8854138,12023992,CAM HVG
Fagor,8840310,12023994,CHAMBER SEAL HCG-6-11
Fagor,8897390,12023996,POST EMB. HEM 20/21
Fagor,8870480,12023997,ELBOW JOINT
Fagor,8875878,12023998,BAR DRIVE 90
Fagor,8891961,12023999,LOWER REFORCEMENT LONG PLATEN
Fagor,8900160,12024000,NOZZLE 1 / 8
Fagor,8894767,12024002,ADHESIVE ADHESIVE TRIMLL FI-48
Fagor,8878652,12024003,ADHESIVE COVER FI-48D
Fagor,8867809,12024005,COMPLETE DOOR HANDLE
Fagor,8865142,12024009,SWITCH FUNCTIONS
Fagor,8889275,12024010,POST EMB. HGV 20/21
Fagor,8125504,12024011,"Contactor, 230V, 50/60Hz"
Fagor,8881299,12024015,WIRING FI30BBT
Fagor,8865143,12024017,BEARINGS FRONT COVER
Fagor,8854139,12024018,GROMMET
Fagor,8859770,12024020,ADHESIVE COVER THE-1600
Fagor,8843046,12024021,ADHESIVE COVER THE-2000
Fagor,8865144,12024022,FIRE EXIT HVG-10/11
Fagor,8848512,12024023,THREADED BEARING
Fagor,8873131,12024024,DOOR HANDLE
Fagor,8856925,12024025,OVEN WIRING
Fagor,8873132,12024026,FLEXIBLE GAS HOSE 300
Fagor,8865145,12024028,GICAR TEMPERATURE DISPLAY
Fagor,8848513,12024029,RINSE MECHANISM (L-R)
Fagor,8886695,12024030,HANDLE OVERFLOW PRERINSE
Fagor,8862436,12024031,PLUG SEAL (BITRON 06485.02)
Fagor,8851327,12024038,SIEMENS 250A SWITCH
Fagor,8886696,12024041,LATCH TENSION SPRING
Fagor,8878653,12024042,GAS FLEXIBLE TUBE 300-90
Fagor,8834938,12024043,PLAS.BLANCO BRI.127X225
Fagor,8886697,12024045,FLOW REDUCER 8 L/MIN (RED)
Fagor,8867810,12024046,SIDE PACKAGE
Fagor,8867811,12024048,310 MM LOOPFUL EDESA
Fagor,8894768,12024051,ETIQUETA CONTROL DE CAUDAL
Fagor,8851328,12024054,CORK JOINT WASHER
Fagor,8900161,12024058,TURNBUCKLE WEDGE
Fagor,8856926,12024059,DOUBLE INLET VALVE
Fagor,8875879,12024060,3/4GAS-NPT SLEEVE
Fagor,8889276,12024063,ENGINE WIRING XX1
Fagor,8854140,12024064,VISUAL PLUS USB CONNECTOR
Fagor,8865146,12024065,FLEXIBLE GAS HOSE 850
Fagor,8900162,12024067,BUSHING
Fagor,8840311,12024070,COMPLET MOTIVITY WHEEL
Fagor,8867812,12024071,AXLE OF DOOR
Fagor,8900163,12024072,PINION
Fagor,8875880,12024073,CHAMB PRESSURE
Fagor,8843047,12024074,RAMA SUPERIOR
Fagor,8894769,12024077,Rinse Nozzle
Fagor,8889277,12024078,SAFTHERLIMIAUSTRA (12048400
Fagor,8865147,12024079,"Timer, Rinse"
Fagor,8834939,12024082,BOARD IPX5
Fagor,8889278,12024083,FLOW REDUCER 3 L/MIN (BLACK)
Fagor,8881300,12024084,FLEXIBLE GAS HOSE 1300-90
Fagor,8881301,12024087,"Timer Programmer, 50Hz"
Fagor,8867813,12024088,PROGRAMMER 60HZ CYCLE
Fagor,8834940,12024089,TIMER
Fagor,8845811,12024090,"Timer, Programmer, 3 Cam, 240 Volt, 60HZ"
Fagor,8889279,12024093,FILTER 3/4 PUL
Fagor,8865148,12024094,MAGNET PROTECTION
Fagor,8878654,12024095,HANDLE ASSEMBLY
Fagor,8875881,12024096,BOILER THERMOSTAT
Fagor,8837614,12024097,RAMA UPPER RINSE
Fagor,8891962,12024098,BUMPER
Fagor,8832282,12024100,"DIAM.2 NOZZLE, 25"
Fagor,8886698,12024101,BLACK MARQ HANDLE
Fagor,8840312,12024102,WHEEL Z=26
Fagor,8870481,12024104,DRIVING EXCHANGER
Fagor,8891963,12024106,FAN 230V AC 1N 50/60HZ 36KW
Fagor,8862437,12024107,CONTROL 12V AC 50/60HZ 4REL
Fagor,8859771,12024108,EARTH PLATE
Fagor,8891964,12024109,WIRING INSULATION
Fagor,8837615,12024110,CONNECTION STRIP
Fagor,8873133,12024111,MODULAR BOARD BELOW
Fagor,8894770,12024112,PERFIL BOX
Fagor,8881302,12024113,VAT GASKET
Fagor,8878655,12024114,DRAINING PIPE
Fagor,8845812,12024116,PREACLA INTAKE DUCTS.
Fagor,8897391,12024119,POWER CORD AUSTRALIA
Fagor,8886699,12024120,RG-148 FAN
Fagor,8851329,12024122,FLEXIBLE TUBE 53X360
Fagor,8886700,12024127,COVER MODEL AD-21 D
Fagor,8840313,12024133,ADE-120 COVER MODEL B
Fagor,8865149,12024136,ADE-120 COVER MODEL
Fagor,8881303,12024137,RINSE CABINET B
Fagor,8897392,12024138,WASH CABINET A ASPES
Fagor,8897393,12024140,ADHESIVE COVER FI-80E
Fagor,8832283,12024141,TRIM LC-800 ADHESIVE
Fagor,8845813,12024143,EXTRACTIONTOR ELBOW
Fagor,8900164,12024145,COVER ADHES. AD-21 D
Fagor,8889280,12024148,WASH LEFT BUTTON. COMPLETE
Fagor,8884045,12024149,CAP GAS MAIN PIPE
Fagor,8900165,12024150,WIRING RECOVERY
Fagor,8889281,12024155,VAPOR WITHHOLDING HVG-10-11
Fagor,8856927,12024159,LATCH 25KG.
Fagor,8862438,12024161,GUIDE BEARING
Fagor,8884046,12024164,SPRING 34548
Fagor,8834941,12024165,ADJUSTABLE ENTRY
Fagor,8878656,12024166,FLAT GA-20 REF.250MM
Fagor,8843048,12024168,ADHESIVE W 18 AUTOSERV.
Fagor,8878657,12024169,BASE CLOSING DOOR
Fagor,8891965,12024170,ROLLER DOOR SHUT
Fagor,8859772,12024172,CAP TIE MOTOR
Fagor,8886701,12024173,"TRANSFORMER 12-0-12-0,24-0"
Fagor,8865150,12024175,4 CAM PROGRAMMER 60HZ
Fagor,8867814,12024176,LIMIT SWITCH MICRO
Fagor,8845814,12024177,"Timer, 230V, AC, 50Hz, 16A, 4LEV"
Fagor,8862439,12024178,PROGRAMMER FI-48-180/120
Fagor,8889282,12024179,STAGE 4 CAM PROGRAMMER 60HZ
Fagor,8865151,12024180,TENSION SUPPORT
Fagor,8862440,12024182,BICONE
Fagor,8870482,12024183,PUMP MOTOR EARTH WIRE
Fagor,8870483,12024184,SAFETY THERMOSTAT WIRING
Fagor,8832284,12024185,BASE LEVEL FOR CONTROL BOX
Fagor,8144711,12024186,Gasket
Fagor,8144710,12024187,Gasket
